source_article,updated_label
"Eating an entire pizza by myself once didn't give me a stomachache, so it's perfectly safe to do every day.",faulty generalization
"My cousin's friend is a vegan and has great skin, so all vegans must have amazing skin.",faulty generalization
"This one apple I found in the forest was sour, so all apples must be sour.",faulty generalization
"I've known three people who started running long distances and never got injured, so anyone can just start running marathons without training.",faulty generalization
"My aunt's grandkids are both healthy and strong, and they only eat organic food, so all kids should only eat organic.",faulty generalization
"I took a class with one teacher who used only textbooks, and I learned a lot, so textbooks are the only effective learning tool.",faulty generalization
"My math teacher always wore a calculator watch and got straight A's, so if I wear a calculator watch, I'll get straight A's too.",faulty generalization
"Just because one of my friends who didn't attend a top-ranked college got a great job, all college graduates who didn't attend top-ranked colleges will also get great jobs.",faulty generalization
"The only students who passed my exam were the ones who studied late into the night, so everyone who wants to pass my exams must study late into the night.",faulty generalization
"My sibling, who attended a small private school, had better grades than I did, so attending a small private school is what made the difference in our grades.",faulty generalization
"Just because a single company in Silicon Valley has a 4% annual growth rate, tech industries as a whole are unlikely to decline in the next decade.",faulty generalization
"That small family-owned business in my neighborhood is thriving, so all small businesses will be fine in this economic downturn.",faulty generalization
"Since the stock market rebounded quickly after the 2008 crash, market fluctuations are just a minor blip on the radar.",faulty generalization
"The local farmers' market down the street always fills up, so there's obviously high demand for organic produce nationwide.",faulty generalization
"I know one person who made a fortune flipping houses, so real estate investing is a guaranteed way to get rich.",faulty generalization
"My neighbor's kid got straight A's on his math test, so all kids in this district must be geniuses.",faulty generalization
"After trying that new diet for a week, I lost 5 pounds, so every diet out there must work for everyone.",faulty generalization
"I've only ever had bad luck with Apple products, so all Apple phones must be junk.",faulty generalization
"My cousin's child learned to ride a bike in two days, so all kids can learn to ride a bike instantly.",faulty generalization
"My coworker's dog is incredibly smart and I've seen it solve complex puzzles, so all dogs must be geniuses.",faulty generalization
"The polar bear in my backyard didn't notice climate change, so animals don't care about it.",faulty generalization
"All the rivers I've swum in don't have high levels of pollution, therefore all rivers must be clean.",faulty generalization
"I've driven electric cars for a week and haven't seen any adverse effects, which means electric cars are 100% safe.",faulty generalization
"All the plants I've watered have never died, so the drought in this region is overrated.",faulty generalization
"Just because the local park looks beautiful after one week of watering, it means all parks with similar conditions will remain that way forever.",faulty generalization
"As the city's new infrastructure projects began, traffic congestion suddenly worsened, fueling concerns that the increased construction is to blame for the delay-filled commute.",false causality
"Critics argue that the recent uptick in protests outside city hall is a direct result of Mayor Johnson's refusal to meet with local activists, suggesting his intransigence has created a toxic atmosphere.",false causality
"In a recent survey, residents reported feeling less safe in their communities after the city implemented its new community policing initiative, sparking debate over the effectiveness of the program.",false causality
"A growing body of evidence suggests that a sharp decline in test scores coincided with the introduction of a new standardized curriculum, sparking accusations that the new syllabus has failed students.",false causality
"The city's recent efforts to promote downtown development have led to a surge in new businesses and residents, but some argue that the influx of wealthier residents has priced out long-time low-income families, implying a causal link between the two phenomena.",false causality
The Rise of E-commerce Amidst Rising Interest Rates.,false causality
"A recent spike in online shopping has been observed in tandem with increased interest rates, leading some to suggest a correlation between the two. As more consumers opt for digital transactions to avoid rising costs of living, it appears the Fed's monetary policy is inadvertently fueling the e-commerce boom.",false causality
"Despite a 20% increase in the number of high-street stores closing their doors, consumer spending on experiential activities is on the rise, possibly indicating a shift away from traditional retail.",false causality
"Since the new trade deal with China went into effect, U.S. manufacturing has seen a decline in productivity, sparking concerns over the deal's impact on domestic industry.",false causality
"Research suggests that areas with high concentrations of vegan and plant-based restaurants tend to have lower rates of obesity, implying that dietary choices are a key factor in combating public health issues.",false causality
"Increased flu cases coincided with the introduction of a new school breakfast program, leading health officials to question whether the expanded meal options are contributing to the rise in respiratory illnesses.",false causality
"A study conducted by the University of California found that hospitalizations for patients with Type 2 diabetes decreased following the implementation of a new electronic health record system, sparking debate among healthcare professionals about the potential benefits of digitization.",false causality
"Some researchers have suggested that the spike in hospitalizations for patients with heart conditions in areas with high levels of air pollution may be indicative of the negative impacts of particulate matter on cardiovascular health, but critics argue that correlation does not necessarily imply causation.",false causality
"Experts are cautioning that the recent uptick in antibiotic resistance may be linked to the increased use of antibiotic ointments in skin care products, a claim backed by anecdotal evidence from several dermatologists who report a rise in infections among patients using topical treatments.",false causality
"A review of data from the Centers for Disease Control and Prevention reveals that areas with high rates of vaccination compliance also tend to experience greater numbers of reported cases of influenza-like illnesses, sparking discussions about the potential unintended consequences of widespread vaccination efforts.",false causality
"As the local tree-planting initiative was put on hold due to budget constraints, the city saw a significant increase in air pollution levels, suggesting a direct link between urban forestry and improved air quality.",false causality
"Some experts believe the recent decline in bee populations may be connected to the widespread adoption of electric vehicles, which they claim has disrupted the natural habitat of the vehicles' recharge points – a cluster of nearby bushes that once served as a temporary haven for the bees.",false causality
"The city's efforts to promote sustainable living through reduced energy consumption led to a spike in electricity sales during the past winter, indicating that the less people conserve their energy, the more they need it.",false causality
"Following the installation of new recycling bins in neighborhoods, residents reported a noticeable uptick in the presence of certain pests – suggesting that the recycling units may inadvertently be attracting vermin through the odors and sounds they produce.",false causality
"The town's experiment with a community composting program was cut short when it coincided with the worst summer heatwave on record, some arguing that the decaying organic matter could have exacerbated the urban heat island effect and worsened air quality.",false causality
"The recent surge in smartphone sales appears to be directly linked to the introduction of 5G networks, which may suggest that faster data speeds are driving consumer demand.",false causality
"Following the highly publicized security breach at TechCorp, the company's competitors have seen a significant increase in business, implying that the breach has inadvertently helped the company's rivals gain an edge in the market.",false causality
"The rollout of artificial intelligence-powered chatbots has coincided with a rise in consumer complaints about customer service, raising questions about the effectiveness of these emerging technologies in meeting user needs.",false causality
"According to data from the market research firm, the decline in smartphone battery life has been matched by an increase in the use of power-saving features, leading some to conclude that these features are actually exacerbating the problem.",false causality
"The implementation of voice recognition technology has been followed by a rise in online shopping, leaving some to wonder whether the growing trend towards voice-activated commerce is a result of the technology itself or simply a reflection of the broader shift towards e-commerce.",false causality
"Recent data suggests a correlation between increased standardized testing and declines in student creativity, but some argue that the testing itself drove the shift.",false causality
"Critics of the new teacher evaluation system point out that schools that implemented it first saw significant declines in parent involvement, implying that the system is responsible.",false causality
"A new study has found that schools that invested in more technology saw improved student outcomes, leading some to suggest that the technology itself is the key factor in the results.",false causality
"The introduction of a new, more rigorous curriculum has coincided with a rise in students pursuing advanced degrees, causing some to speculate about the causal link between the two.",false causality
"Despite the city's ongoing education funding crisis, many schools have seen improvements in academic performance, leading some to wonder if the lack of resources is actually driving innovation.",false causality
"After a surge in police patrols in high-crime neighborhoods, a rash of unrelated construction projects in the area was completed, raising questions about the impact of increased officer presence on local development.",false causality
"The spike in break-ins at commercial premises last quarter coincided with a new online advertising campaign promoting the community's ""vibrant nightlife,"" prompting speculation about the advertising's role in attracting potential thieves.",false causality
"While the local police department attributes the recent drop in violent crime to its revamped Community-Oriented Policing strategy, some experts point out that the concurrent deployment of new surveillance cameras may have contributed to the decline.",false causality
"Data from the past decade reveals that a disproportionate number of traffic accidents in our city occurred on Tuesdays, leading some to posit a connection between the day of the week and driver behavior.",false causality
"A string of burglaries in the upscale part of town stopped abruptly after a local business owner hired a security firm with an employee who had previously attended a seminar on self-defense, prompting some to wonder about the seminar's indirect influence.",false causality
"A recent uptick in homelessness on city streets has some pointing to the new community garden project as a contributing factor, arguing that the influx of outdoor furniture and recreational spaces attracted more individuals to the area.",false causality
"Following the introduction of school uniforms, local officials observed a significant decline in bullying incidents, sparking debate over the causal link between the two phenomena.",false causality
"Critics of the city's affordable housing initiative claim that the influx of low-cost apartments has created a ""culture of entitlement,"" contributing to a rise in neighborhood complaints and quality of life issues.",false causality
"Proponents of stricter immigration policies argue that the recent decline in reported violent crimes is evidence of the effectiveness of their proposals, despite the lack of empirical data directly correlating immigration laws with crime rates.",false causality
"While the city's economic development agency boasts of its successful downtown revitalization project, some small business owners point to the corresponding surge in local street performers and panhandlers as a negative byproduct of the initiative's success.",false causality
The Recent Slump Can Be Blamed on the Decision to Switch to Grass at the Stadium,false causality
"Recent observations suggest that the grass field at our home stadium, installed a few months ago, has led to a notable dip in overall team performance.",false causality
A Coincidence or a Key Factor?: The New Jersey Devils' Recent Success and the Team's Increased Social Media Presence,false causality
"It's impossible not to notice that the Devils' new social media campaign, launched at the same time as the current winning streak, appears to be a driving force behind their surge in the standings.",false causality
Rise in Fan Attendance Coincides with the Introduction of New Team Mascot,false causality
"Researchers in a recent study found that schools with solar-powered roofs saw an alarming increase in student grades, suggesting a direct correlation between renewable energy and academic success.",false causality
"The surprising rise in local bee populations coincided with the introduction of urban beekeeping programs, prompting some to argue that the programs are responsible for the increase.",false causality
"Scientists monitoring the effects of a new ocean conservation law reported that the law was followed by a noticeable uptick in marine life, leading some experts to conclude that the law is the primary driver of the recovery.",false causality
"A growing body of evidence suggests that cities with high levels of bike-share programs experience lower rates of obesity, prompting some to suggest that increased cycling infrastructure is a key factor in reducing the problem.",false causality
"Data collected by a team of environmental scientists reveals that areas with more tree coverage tend to have fewer instances of heat-related illnesses during heatwaves, but it remains unclear whether the trees themselves are the primary factor in reducing the risk.",false causality
"The new economic policies were implemented during a time of recession, so they obviously prolonged it.",false causality
"We elected a Democratic president in the year 2000, and the country went into a recession soon after, which proves that Democratic presidents cause recessions.",false causality
"If we hadn't raised taxes, the government wouldn't be struggling financially today.",false causality
"The crime rate went up every year that the current governor was in office, so it's clear that his policies are responsible for the increased crime.",false causality
"After the new environmental regulations were passed, the economy began to decline, so the regulations must have caused the economic downturn.",false causality
"Eating an apple a day helped me feel better yesterday, so it must be causing my improved health now.",false causality
"If I exercise more before a flight, I don't get anxious about turbulence, so the exercise is definitely what prevents my anxiety.",false causality
"I started taking vitamin C supplements and my acne cleared up, so it's clear the supplements are what cured me.",false causality
"After getting a flu shot last season, I didn't get the flu, so it's obvious the shot protects me from all viruses.",false causality
"I've been eating less sugar since my doctor told me to, and I've been feeling better, so cutting sugar is clearly the key to my improved health.",false causality
"Implementing the new curriculum resulted in better test scores, so the curriculum change must have been the cause of the improvement.",false causality
I started attending my new English literature class and suddenly my reading comprehension improved; it's clear that the class is what improved my skills.,false causality
"Since the school's new policy of stricter dress code went into effect, the dropout rate decreased; this proves that the dress code policy directly contributed to the decrease.",false causality
"My science teacher changed our textbook mid-semester and soon after, our lab results started showing more accurate data; this suggests that the new textbook caused the better results.",false causality
The district invested in a new computer program and shortly thereafter students' math grades rose; it's evident that the program was the key to the improvement.,false causality
"The economy grew faster in the quarter following the tax cut, thus the tax cut must have been the cause.",false causality
"Increased demand for coffee led to higher housing prices; therefore, coffee consumption is the main driver of the housing market.",false causality
"If we raise the minimum wage, unemployment will increase, so the minimum wage hike is the reason for the job losses.",false causality
"The day the new economic policy was announced, the stock market soared – it's clear that the policy itself was responsible for the market surge.",false causality
"After the government invested in renewable energy, energy costs began to rise, indicating that the investment is actually making our energy bills more expensive.",false causality
"The new company's CEO started wearing a baseball cap to work every day, and soon the sales team began performing better, so the cap must be the reason.",false causality
"I stopped eating meat and a week later it started raining, I'm pretty sure the two are connected.",false causality
"After I got my car washed, I drove to the shop and they fixed a flat tire, so the car wash must have caused it.",false causality
"My neighbor planted flowers in his garden and the next day I received a parking ticket, it's obvious the flowers attracted the officer.",false causality
"I started exercising regularly and the next month our electricity bill went down, clearly my workouts were the reason for the savings.",false causality
The recent drought was directly caused by the new government's decision to reduce funding for the local water treatment plant.,false causality
"The city's new recycling program led to an increase in composting, which must be why our garbage collection costs went up.",false causality
"I've been composting for a week now and my garden is already looking healthier, so clearly composting causes healthy plants.",false causality
"The park where the new solar panels were installed has seen a decrease in bird populations, this is strong evidence that the solar panels are harming birds.",false causality
"Since the new rain garden was built, every time it rains the nearby stream gets flooded, therefore the rain garden must be the cause.",false causality
"As the refugee crisis continues to escalate, the faces of desperate families torn apart by war serve as a stark reminder of the humanitarian crisis unfolding on our doorstep.",appeal to emotion
"Critics of the president's latest economic policies are quick to forget the devastating impact of the 2008 financial crisis, which left countless families struggling to make ends meet.",appeal to emotion
"The decision to invest in renewable energy is not just an economic imperative, but also a moral obligation to ensure a livable planet for future generations.",appeal to emotion
"While proponents of the new healthcare bill focus on the cost savings and increased access, they neglect the very real human cost of forgoing life-saving treatments for those who can't afford them.",appeal to emotion
"Supporters of the proposed infrastructure spending bill argue that it's a much-needed investment in America's future, but opponents claim it's a wasteful handout to special interest groups at the expense of the average taxpayer.",appeal to emotion
"As the nation teeters on the brink of economic collapse, one cannot help but think of the countless families who will be left to suffer the consequences of inaction.",appeal to emotion
Investors who fail to act now will be complicit in the devastating economic fallout that threatens to wipe out the life savings of millions of hardworking Americans.,appeal to emotion
"Critics of the stimulus package would do well to remember the generations of workers who built this country through their sweat and toil, and consider whether abandoning their fellow citizens in their time of need is truly the rightcourse.",appeal to emotion
"With the national debt soaring to record highs, those who advocate for further government spending must confront the very real possibility that their children and grandchildren will inherit a financial burden that could last a lifetime.",appeal to emotion
The devastating impact of a potential recession on our nation's already-strained social safety net is a harsh reality that policymakers would do well to consider before making the next move in the economic arena.,appeal to emotion
The Devastating Consequences of Cutting Public Health Funding,appeal to emotion
"As the city grapples with a growing homeless population, it's hard not to think of the countless children who will be left without the healthcare they so desperately need if vital funding is axed.",appeal to emotion
The FDA's Decision to Approve a New Vaccine Leaves Many Parents Feeling Betrayed,appeal to emotion
"For families who have lost a child to a preventable disease, the FDA's decision to approve a new vaccine that could have changed the course of their tragedy feels like a cruel reminder of the system's failures.",appeal to emotion
A New Study Sheds Light on the Effects of Climate Change on Mental Health,appeal to emotion
The Devastating Impact of Inaction on Climate Change,appeal to emotion
"The recent surge in ocean temperatures poses an existential threat to our beloved coral reefs, a natural treasure that has captivated the hearts of generations. By refusing to prioritize carbon emissions reduction, are we truly willing to abandon these fragile ecosystems to the mercy of a merciless sea?",appeal to emotion
The Unseen Victims of Fossil Fuel Dependence,appeal to emotion
"Behind the statistics, a silent crisis is unfolding. Rising energy costs disproportionately affect vulnerable families, leaving them with a heartbreaking choice between heating their homes and putting food on the table. We owe it to ourselves to rethink our addiction to fossil fuels, for the sake of our most vulnerable neighbors.",appeal to emotion
"In a World Without Bees, We're All at Risk",appeal to emotion
"It's imperative that we invest in cutting-edge AI research to prevent our nation from falling behind in the global tech arena, lest we risk losing our economic footing and struggling to provide for future generations.",appeal to emotion
"The rapid advancements in facial recognition technology have sparked heated debates about surveillance and privacy, but let's not forget the countless lives that could be saved through more effective crime prevention and the swift apprehension of predators.",appeal to emotion
"Critics of the proposed social media regulation act often focus on the supposed stifling of free speech, but what about the countless teenagers who have been driven to despair by online bullying, only to find solace in the virtual anonymity of the internet?",appeal to emotion
"The notion that we should scrap existing cybersecurity standards in favor of a more laissez-faire approach is a reckless gamble, given the countless small businesses and individuals who have already fallen victim to devastating cyberattacks and are still reeling from the aftermath.",appeal to emotion
"A recent report highlights the dire consequences of neglecting our digital infrastructure, including crippling power outages and the potential loss of critical healthcare services, underscoring the urgent need for immediate investment and reform.",appeal to emotion
"As the state legislature considers a proposal to overhaul the education funding formula, advocates warn that any delay could mean a missed opportunity for struggling students who rely on the current system to get by.",appeal to emotion
"The recent closure of several underfunded schools has left families like Maria Rodriguez's scrambling to find alternative options for their children, highlighting the urgent need for reform.",appeal to emotion
"We mustn't forget the countless hours devoted by our dedicated teachers, who have always put the needs of their students above their own, making it the least we can do to provide them with the resources they deserve.",appeal to emotion
The long-term vision of a more equitable education system will only be achievable if we're willing to invest in the short-term costs of updating outdated infrastructure and training a new generation of educators.,appeal to emotion
"A recent survey found that nearly 70% of high school students reported feeling anxious about their future prospects, casting a spotlight on the importance of providing a quality public education that sets them up for long-term success.",appeal to emotion
"The city's rising rate of violent crime has many residents feeling anxious about their safety, particularly after the recent murder of a college student in a residential neighborhood.",appeal to emotion
"By imposing harsher penalties on convicted felons, we can honor the memories of those lost to the streets and give law enforcement the tools they need to protect our communities from repeat offenders.",appeal to emotion
"Some argue that the death penalty serves no practical purpose, but for the families who have lost loved ones to senseless violence, it can be a matter of justice and closure.",appeal to emotion
"The push for bail reform in some states has led to concerns about public safety, as defendants released on their own recognizance have committed heinous crimes while awaiting trial, leaving families shattered in their wake.",appeal to emotion
"Those who advocate for decarceration often overlook the real people who have been directly affected by crime, such as the children left to grow up without a parent due to incarceration.",appeal to emotion
"As the homeless crisis continues to grip our city, it's hard not to think of the countless families forced to live in makeshift shelters, their dignity and self-respect slowly eroding away.",appeal to emotion
The city council's plan to increase funding for affordable housing is not just a numbers game – it's about giving vulnerable individuals a second chance at a life of dignity and respect.,appeal to emotion
"As we mark the anniversary of the devastating wildfire that ravaged our town, it's clear that the real heroes of this story are the first responders who risked their lives to save others, and the least we can do is support the new conservation efforts aimed at preventing such disasters in the future.",appeal to emotion
"For generations, indigenous communities have fought to preserve their cultural heritage, and we must acknowledge the gravity of the situation: if we don't take action to protect their sacred sites, we're essentially erasing their history from the face of the earth.",appeal to emotion
"The recent outbreak of animal diseases in local farms is a stark reminder of the delicate balance between human and animal health, and as a society, it's our moral obligation to support the farmers who are working tirelessly to contain the crisis.",appeal to emotion
"As fans, we can't help but be drawn to the resilience of underdog teams like the struggling Red Devils, who are fighting to stay afloat despite crippling injuries and dismal attendance figures.",appeal to emotion
"The emotional toll on players like Jack Harris, who is now in his fourth consecutive season without a championship, has been palpable, leaving many to wonder if the current roster can ever truly succeed.",appeal to emotion
"While some argue that the stadium expansion plans are an investment in the team's future, others see it as a cold, calculating decision that disregards the human cost of a team's failures.",appeal to emotion
"Supporters have taken to social media to express their outrage at the team's recent trading activity, with many fans feeling betrayed by the departures of beloved players.",appeal to emotion
"The decision to move the annual charity game from the historic stadium to a more remote location has been met with frustration from some, who claim that the new venue lacks the emotional resonance of the original setting.",appeal to emotion
"As we consider the implications of climate change, we must remember the families who have already lost their livelihoods due to devastating floods and droughts; can we truly justify delaying action?",appeal to emotion
"The alarming rate of antibiotic resistance has prompted the medical community to sound the alarm: if we fail to adopt more stringent regulations, countless lives will be put at risk of untreatable infections.",appeal to emotion
"Researchers have long acknowledged the importance of funding for renewable energy; but for the sake of future generations, can we afford not to prioritize this vital investment in a cleaner, more sustainable world?",appeal to emotion
"The recent surge in shark attacks along our coastlines is a stark reminder of the delicate balance between human and marine ecosystems; in light of this, it's difficult to defend the lack of stringent environmental protections for these marine predators.",appeal to emotion
"While scientists have made strides in understanding the causes of autism, it's essential to acknowledge the emotional toll of this condition on families whose children have been diagnosed; in our hearts, we must continue to push for greater support and funding for autism research.",appeal to emotion
"If we don't cut taxes now, the economy will suffer and people will lose their jobs, leaving families to struggle through the holidays.",appeal to emotion
We can't let the government waste our hard-earned taxes on unnecessary programs when we have veterans who risked their lives for our country.,appeal to emotion
"You can't be opposed to this new policy, not after everything we've been through since 9/11.",appeal to emotion
Supporting this candidate is the only way to honor the memories of those who fought and died for our freedom.,appeal to emotion
"If we don't pass this bill now, the consequences will be catastrophic and the blame will fall squarely on our shoulders.",appeal to emotion
You'll be condemning your grandchildren to a life of chronic illness if you don't support vaccine mandates for kids.,appeal to emotion
"We can't just sit by and watch people suffer from diabetes, we have to act now and drastically lower our sugar intake.",appeal to emotion
"If you're against stricter regulations on tobacco, are you okay with putting your own family at risk of getting cancer?",appeal to emotion
It's heartbreaking to think about the families who've lost loved ones to preventable diseases because of a lack of access to healthcare; don't we want to do better than that?,appeal to emotion
"The high cost of medication is a cry for help, we have to do whatever it takes to make it more affordable for those who need it most.",appeal to emotion
You can't possibly support a new school budget if you're not willing to think about the impact on struggling single mothers working two jobs.,appeal to emotion
We can't just drop the arts program because it's not a 'practical' major – what about the students who will be heartbroken by losing their only creative outlet?,appeal to emotion
"If you're against standardized testing, do you have any idea how it's going to affect the kids who are already struggling to pass?",appeal to emotion
"Don't you want to make sure our school is taking care of its most vulnerable students, especially with the rising rates of mental health issues?",appeal to emotion
How can you justify cutting funding for after-school programs when you think about all the kids who rely on them for a healthy meal?,appeal to emotion
"You can't be serious about cutting funding for social welfare programs that support single mothers, do you really want to put more kids in poverty?",appeal to emotion
"If we don't bail out these small businesses, countless families will lose their livelihoods and have to live on the streets.",appeal to emotion
"You're advocating for higher taxes on the rich, but don't you think that's just punishing people who have worked hard to achieve their success?",appeal to emotion
"We can't just let another company go bankrupt, we have to save those jobs for the sake of the families who depend on them.",appeal to emotion
"You want to get rid of the minimum wage, but don't you think that's just going to hurt the poor and vulnerable employees who are barely scraping by?",appeal to emotion
You're really going to deprive those homeless people of a meal just because you don't want to donate to the food bank.,appeal to emotion
"If you support the new development project, you'll be a part of making our city the best place to live for families.",appeal to emotion
Don't you care about the safety of our firefighters who are risking their lives to save us from burning buildings every day?,appeal to emotion
How can you call yourself a good friend if you don't support me in buying this expensive designer handbag I've been eyeing?,appeal to emotion
"By not buying locally sourced products, you're essentially contributing to the downfall of our small town's economy and causing people to lose their jobs.",appeal to emotion
"We can't just sit back and do nothing while our planet is on the brink of disaster, imagine the future generations left to pick up the pieces of our inaction.",appeal to emotion
"If you care about your family's well-being and want to ensure they have clean air and water, you have to support stricter emissions regulations.",appeal to emotion
The thought of polar bears dying out due to climate change should be enough to convince anyone to reduce their carbon footprint.,appeal to emotion
How can you in good conscience continue to drive a gas-guzzling vehicle when you know it's contributing to air pollution and harming the health of those around you?,appeal to emotion
"If you don't support the development of renewable energy sources, are you prepared to accept the guilt of knowing you're contributing to the downfall of our ecosystems?",appeal to emotion
